id,valor
1,16961
2,2334
3,3452
4,17187
5,15120
6,2372
7,14115
8,19932
9,13214
10,3048
11,17820
12,3026
13,9289
14,14151
15,17748
16,5779
17,19554
18,12837
19,19062
20,13755
21,14273
22,14714
23,8243
24,15106
25,19423
26,15090
27,18380
28,19332
29,2286
30,10606
31,19726
32,19930
33,10703
34,1363
35,3047
36,14954
37,10965
38,15834
39,729
40,18624
41,17562
42,17868
43,16433
44,1188
45,696
46,3329
47,19261
48,1951
49,18934
50,12496
51,5065
52,415
53,1851
54,14802
55,2339
56,17364
57,9193
58,8321
59,5281
60,8569
61,10897
62,4985
63,18221
64,5417
65,7200
66,16603
67,19385
68,13072
69,13832
70,15744
71,3787
72,18751
73,3656
74,7665
75,12520
76,19254
77,2156
78,1849
79,9588
80,13139
81,13838
82,15099
83,14482
84,13959
85,1102
86,7251
87,16355
88,700
89,6305
90,1351
91,13449
92,10779
93,3462
94,1566
95,646
96,17937
97,6457
98,504
99,6085
100,8750
101,14801
102,18082
103,19437
104,3801
105,18651
106,12377
107,2914
108,4499
109,15896
110,11820
111,3783
112,10873
113,89
114,15443
115,8875
116,14089
117,13310
118,11623
119,17264
120,2897
121,8505
122,6930
123,5736
124,15700
125,14902
126,3366
127,15264
128,1541
129,19580
130,7631
131,15424
132,10678
133,2016
134,10600
135,11897
136,8859
137,9524
138,18868
139,18783
140,5409
141,9163
142,17265
143,6739
144,430
145,19939
146,18093
147,6695
148,78
149,11733
150,18618
151,14953
152,12355
153,16216
154,4283
155,2998
156,1648
157,18720
158,7271
159,6809
160,14516
161,19479
162,18158
163,18422
164,12007
165,3840
166,19931
167,4017
168,9970
169,18405
170,1548
171,7433
172,8718
173,17266
174,17166
175,8227
176,13949
177,15528
178,15069
179,1207
180,2427
181,6666
182,18799
183,12145
184,12144
185,9038
186,15822
187,2842
188,19456
189,12791
190,8338
191,13451
192,1947
193,3170
194,14472
195,9791
196,3482
197,3947
198,8730
199,18026
200,4580
201,3491
202,17947
203,2385
204,17145
205,821
206,7307
207,7033
208,16724
209,3213
210,18726
211,13571
212,6158
213,18339
214,10764
215,1873
216,1902
217,135
218,4978
219,11857
220,15311
221,12974
222,879
223,6782
224,15806
225,10089
226,19818
227,11371
228,18359
229,1196
230,10129
231,9559
232,9933
233,18372
234,15174
