id,valor
1,46460
2,15741
3,15703
4,36586
5,43985
6,1412
7,43955
8,45042
9,4760
10,24171
11,45742
12,43399
13,21289
14,4267
15,32707
16,3478
17,383
18,41348
19,693
20,35313
21,14962
22,40986
23,7000
24,49179
25,21987
26,41051
27,22325
28,39852
29,35292
30,23389
31,5450
32,39941
33,19041
34,46020
35,4964
36,41162
37,41495
38,22308
39,17025
40,45077
41,12407
42,8563
43,28774
44,18665
45,24653
46,15230
47,11869
48,26223
49,3286
50,40429
51,19382
52,30013
53,30505
54,15058
55,13868
56,133
57,26414
58,29935
59,1042
60,48573
61,11425
62,13321
63,34206
64,5702
65,13773
66,591
67,27954
68,13358
69,35469
70,49864
71,38465
72,20625
73,44810
74,17150
75,21659
76,12531
77,36802
78,36883
79,9490
80,12497
81,19447
82,34215
83,42162
84,15321
85,28468
86,40088
87,36822
88,10554
89,45115
90,15867
91,11011
92,38456
93,42572
94,5284
95,2133
96,24282
97,25640
98,16579
99,2027
100,8014
101,48781
102,23409
103,2666
104,16896
105,48673
106,30688
107,1754
108,25334
109,33153
110,2443
111,25366
112,1657
113,30287
114,43859
115,40324
116,33236
117,13222
118,22019
119,3730
120,196
121,10876
122,19860
123,23649
124,49164
125,49507
126,8932
127,25218
128,37432
129,11931
130,11636
131,26909
132,3707
133,20662
134,34129
135,20935
136,39446
137,16289
138,31658
139,41449
140,24045
141,27403
142,38397
143,29943
144,33879
145,33206
146,28785
147,45533
148,48482
149,4360
150,28423
151,1368
152,12245
153,39435
154,28177
155,3682
156,35214
157,16142
158,25112
159,11839
160,15776
161,3661
162,27033
163,38139
164,41737
165,4855
166,17845
167,48769
168,106
169,8955
170,22942
171,29600
172,48515
173,18438
174,13319
175,7532
176,35783
177,19788
178,5052
179,31676
180,46466
181,34116
182,41197
183,12344
184,17603
185,37428
186,41438
187,35351
188,24832
189,23441
190,8125
191,33346
192,7311
193,3211
194,22468
195,18904
196,32598
197,28571
198,13500
199,35777
200,42455
201,43712
202,16799
