id,valor
1,4236
2,749
3,5387
4,6147
5,2326
6,1605
7,1128
8,3689
9,6380
10,7215
11,9818
12,594
13,1386
14,7148
15,7365
16,6748
17,6385
18,860
19,4880
20,2510
21,3051
22,2605
23,601
24,1603
25,4943
26,6284
27,7754
28,4360
29,8642
30,1969
31,3867
32,5569
33,2473
34,2699
35,783
36,4878
37,5042
38,1722
39,9288
40,4187
41,7815
42,8326
43,7347
44,5858
45,9108
46,441
47,409
48,951
49,9563
50,2830
51,1910
52,3923
53,7899
54,1925
55,4472
56,850
57,2611
58,339
59,529
60,6673
61,1956
62,3363
63,144
64,7732
65,7022
66,4277
67,9782
68,4992
69,8148
70,5548
71,2685
72,419
73,7474
74,1932
75,1582
76,2080
77,7100
78,7475
79,6202
80,6485
81,9190
82,7645
83,2732
84,4949
85,7467
86,2658
87,6958
88,2793
89,3385
90,7895
91,5189
92,2790
93,8445
94,3822
95,100
96,5813
97,461
98,1382
99,9387
100,2525
101,642
102,895
103,9722
104,3784
105,4402
106,2637
107,9723
108,1002
109,4748
110,1417
111,9724
112,1466
113,2538
114,7876
115,7242
116,9531
117,6784
118,4573
119,6546
120,1360
121,1999
122,5541
123,278
124,3591
125,5909
126,4246
127,3041
128,3525
129,4582
130,7698
131,8295
132,3532
133,3800
134,5682
135,3271
136,8684
137,2058
138,5001
139,6697
140,3225
141,8455
142,1711
143,4816
144,7469
145,6200
146,3893
147,1438
148,6139
149,8524
150,105
151,9003
152,4064
153,6438
154,1544
155,5741
156,2234
157,568
158,8351
159,2974
160,4510
161,891
162,3314
163,4708
164,8463
165,5069
166,8946
167,1186
168,3169
169,3648
170,7662
171,4465
172,8475
173,6037
174,5087
175,4860
176,6759
177,1212
178,910
179,5543
180,7213
181,9169
182,8901
183,2608
184,5089
185,4103
186,9459
187,4934
188,9728
189,820
190,6531
191,6570
192,5559
193,2979
194,851
195,5674
196,3881
197,5274
198,6723
199,3771
200,1978
201,7689
202,5982
203,7077
204,9158
205,5946
206,6252
207,8327
208,6393
209,6953
210,6182
211,8688
212,5148
213,8005
214,640
215,1391
216,8168
217,1516
218,4365
219,5029
220,2624
221,9376
222,8788
223,9132
224,591
225,3384
226,995
227,3855
228,5877
229,5407
230,307
231,14
232,4319
233,3020
234,3566
235,4591
236,7089
237,9180
238,6188
239,774
240,4256
241,8375
242,184
243,375
244,5300
245,7170
246,7971
247,2336
248,1900
249,5732
250,4310
251,9134
252,9443
253,7437
254,6899
255,4154
256,1686
257,5230
258,3545
259,8384
260,2138
261,3945
262,8583
263,7552
264,9085
265,9544
266,1087
267,5936
268,9991
269,919
270,5819
271,7961
272,7714
273,3551
274,76
275,6864
276,4660
277,8527
278,4287
279,987
280,7166
281,3013
282,7525
283,9971
284,8183
285,6896
286,9380
287,1214
288,7688
289,5689
290,6849
291,2054
292,8962
293,3919
294,9768
295,3047
296,7255
297,5231
298,3308
299,9267
300,6865
301,8500
302,1968
303,9721
304,9978
305,9428
306,789
307,1495
308,8238
309,6351
310,8303
311,200
312,9416
313,7096
314,1499
315,1754
316,5567
317,6277
318,3833
319,3649
320,964
321,2208
322,4903
323,5498
324,629
325,3334
326,9343
327,7884
328,8409
329,3579
330,614
331,8185
332,7187
333,1297
334,8142
335,79
336,4416
337,4055
338,9383
339,3931
340,8558
341,8724
342,7576
343,7257
344,6374
345,593
346,477
347,9841
348,9867
349,5690
350,4150
351,6883
352,805
353,9028
354,9496
355,1865
356,9576
357,5970
358,7542
359,8748
360,2985
361,2309
362,8325
363,482
364,7550
365,5285
366,5469
367,1303
368,7224
369,9567
370,5116
371,8403
372,1066
373,2958
374,5613
375,1001
376,3091
377,1311
378,9069
379,5801
380,5572
381,141
382,522
383,4214
384,475
385,836
386,3652
387,1207
388,4367
389,3865
390,9683
391,6603
392,9125
393,5038
394,705
395,4223
396,7695
397,7085
398,6437
399,8227
400,6308
401,4205
402,3768
403,1449
404,3976
405,447
406,9290
407,3432
408,8436
409,4340
410,6895
411,6781
412,4621
413,8762
414,7702
415,7932
416,3643
417,6656
418,3922
419,7545
420,6487
421,1848
422,4781
423,2681
424,957
425,384
426,5532
427,4740
428,3806
429,6158
430,578
431,5899
432,2609
433,6483
434,2404
435,1426
436,1855
437,3944
438,5823
439,2840
440,6663
441,6755
442,8549
443,5006
444,5564
445,7915
446,6299
447,1366
448,4584
449,7314
450,4199
451,4909
452,4108
453,8856
454,5291
455,6712
456,8145
457,372
458,2286
459,3934
460,1193
461,3805
462,4870
463,4484
464,813
465,3122
466,9747
467,9149
468,9363
469,6313
470,9012
471,1864
472,6207
473,6726
474,7387
475,8521
476,4279
477,3058
478,318
479,9435
480,6021
481,2622
482,2051
483,1590
484,7353
485,5798
486,8278
487,636
488,7984
489,4761
490,3439
491,4896
492,1229
493,7361
494,558
495,187
496,6316
497,2978
498,2861
499,8822
500,1146
501,4215
502,1899
503,7113
504,7329
505,3981
506,8698
507,3604
508,2235
509,6874
510,587
511,4631
512,4756
513,9231
514,8374
515,9112
516,7294
517,7177
518,1905
519,2537
520,4159
521,5582
522,7217
523,6795
524,6304
525,8627
526,5142
527,3786
528,3094
529,425
530,9370
531,2556
532,831
533,7054
534,4681
535,8533
536,3069
537,6707
538,5061
539,9726
540,9458
541,1501
542,8210
543,426
544,5871
545,5521
546,7484
547,952
548,3027
549,5893
550,2641
551,2460
552,4710
553,8566
554,823
555,2966
556,5226
557,8312
558,2378
559,8286
560,8094
561,9670
562,472
563,5260
564,1642
565,9378
566,3351
567,3323
568,6816
569,4129
570,7371
571,9102
572,903
573,8119
574,2430
575,6527
576,1937
577,2857
578,548
579,3194
580,9398
581,5292
582,5526
583,4566
584,5955
585,8086
586,6553
587,5519
588,6610
589,988
590,5145
591,3788
592,6799
593,900
594,7762
595,6300
596,607
597,9167
598,4058
599,8553
600,237
601,1775
602,9455
603,4671
604,6851
605,6431
606,670
607,2447
608,4111
609,311
610,6848
611,3843
612,572
613,4976
614,1096
615,9918
616,5421
617,4200
618,4637
619,269
620,3510
621,9821
622,9183
623,672
624,3403
625,2747
626,1510
627,3838
628,2676
629,9045
630,4682
631,3937
632,310
633,9417
634,1246
635,4251
636,1435
637,875
638,6745
639,6127
640,884
641,8385
642,8310
643,5963
644,8100
645,652
646,5537
647,5390
648,5953
649,767
650,103
651,5470
652,2909
653,3255
654,5021
655,5146
656,6291
657,1392
658,8915
659,1076
660,5733
661,5263
662,5611
663,6451
664,9805
665,3442
666,3001
667,8249
668,2059
669,9551
670,1532
671,4921
672,4925
673,8773
674,8989
675,1472
676,1388
677,5934
678,2484
679,1549
680,6961
681,6990
682,4386
683,8490
684,8120
685,4778
686,1493
687,5781
688,2458
689,332
690,5739
691,9793
692,182
693,8335
694,1
695,5139
696,8125
697,1116
698,8508
699,3273
700,1651
701,5709
702,2085
703,5216
704,7574
705,346
706,5976
707,2396
708,1725
709,9081
710,6058
711,7773
712,3950
713,3869
714,3364
715,2824
716,7522
717,5034
718,6372
719,887
720,7785
721,9651
722,5212
723,4444
724,4732
725,5980
726,2876
727,4672
728,2040
729,1963
730,242
731,3787
732,4825
733,8782
734,4474
735,8948
736,4082
737,2210
738,3719
739,916
740,440
741,8017
742,3491
743,6613
744,6028
745,7332
746,6928
747,9949
748,2627
749,8983
750,3841
751,5882
752,2596
753,599
754,4392
755,4720
756,956
757,2581
758,1496
759,9706
760,1345
761,2563
762,8624
763,7577
764,7703
765,8400
766,1061
767,7707
768,5163
769,4856
770,7226
771,9554
772,8013
773,2995
774,397
775,5669
776,911
777,3972
778,4685
779,7622
780,8261
781,1337
782,9355
783,3394
784,7360
785,1589
786,6677
787,2654
788,3279
789,5488
790,7557
791,9838
792,6389
793,2963
794,2783
795,1672
796,5448
797,411
798,7625
799,7454
800,6612
801,2992
802,9836
803,4004
804,7966
805,6293
806,1877
807,81
808,5117
809,5969
810,5829
811,4559
812,8077
813,8887
814,3625
815,1294
816,6466
817,5124
818,6199
819,3033
820,4787
821,3250
822,1029
823,2723
824,7841
825,2871
826,8266
827,3072
828,4043
829,5071
830,6265
831,3834
832,1098
833,9905
834,4232
835,3370
836,270
837,5833
838,3617
839,241
840,4627
841,4843
842,724
843,4648
844,5017
845,2544
846,9759
847,4019
848,5430
849,1822
850,367
851,984
852,7041
853,1974
854,9843
855,4046
856,7501
857,5020
858,5768
859,546
860,2077
861,8246
862,9732
863,7618
864,5209
865,4661
866,1433
867,2389
868,7259
869,7977
870,9389
871,5256
872,4654
873,9381
874,3407
875,3206
876,2050
877,9510
878,8263
879,793
880,4363
881,4125
882,4742
883,6640
884,8779
885,465
886,8489
887,4653
888,8655
889,6772
890,1149
891,8456
892,3395
893,3075
894,6980
895,9851
896,3198
897,154
898,8104
899,48
900,7834
901,6890
902,5268
903,3120
904,9129
905,763
906,8045
907,8161
908,8081
909,7883
910,1371
911,610
912,3959
913,1136
914,1270
915,9862
916,879
917,946
918,5299
919,4131
920,9951
921,5333
922,6479
923,4268
924,6330
925,735
926,950
927,6618
928,6218
929,8903
930,6904
931,3343
932,6541
933,4571
934,1107
935,8552
936,8486
937,5179
938,3720
939,1756
940,7383
941,5966
942,5761
943,7928
944,5374
945,4341
946,7025
947,9324
948,6432
949,1850
950,3186
951,5096
952,7342
953,9564
954,5675
955,4625
956,4102
957,3862
958,1017
959,3261
960,1447
961,5271
962,7466
963,3549
964,9533
965,7570
966,3911
967,6166
968,6846
969,6400
970,8011
971,5011
972,3079
973,9742
974,6815
975,7172
976,2282
977,1691
978,9952
979,8451
980,619
981,7706
982,2004
983,1254
984,8284
985,7231
986,7388
987,9301
988,1535
989,999
990,8824
991,7999
992,4963
993,9410
994,2196
