id,valor
1,36827
2,117422
3,30667
4,9804
5,141114
6,99352
7,133784
8,662
9,20041
10,66694
11,114424
12,128607
13,135438
14,33449
15,141967
16,80118
17,155998
18,164996
19,47907
20,31563
21,85769
22,47163
23,155212
24,26618
25,65429
26,134171
27,168133
28,90791
29,67012
30,9136
31,52584
32,110472
33,110426
34,73632
35,75554
36,106810
37,50195
38,80831
39,148315
40,41325
41,192080
42,153112
43,110587
44,150495
45,159167
46,56257
47,22173
48,1351
49,117744
50,2931
51,25575
52,26135
53,161395
54,197058
55,15602
56,183433
57,3904
58,178545
59,172747
60,74014
61,152172
62,110789
63,55508
64,194742
65,86141
66,74295
67,139448
68,178550
69,180280
70,115713
71,187722
72,70655
73,41290
74,85103
75,184570
76,101766
77,148801
78,2466
79,192400
80,161430
81,47486
82,14026
83,152982
84,182432
85,25308
86,100736
87,158335
88,66363
89,61375
90,159835
91,38024
92,169014
93,60009
94,159073
95,58278
96,83451
97,151222
98,61594
99,181572
100,113883
101,53055
102,12472
103,172746
104,151694
105,113724
106,154566
107,30877
108,151243
109,154252
110,137741
111,76656
112,86794
113,103161
114,198815
115,64904
116,91754
117,50342
118,188571
119,9197
120,37602
121,152063
122,150319
123,166304
124,152510
125,156561
126,131657
127,88751
128,129768
129,119117
130,98086
131,160038
132,15247
133,14158
134,154745
135,67526
136,129463
137,121849
138,59994
139,85155
140,164840
141,21148
142,75740
143,128075
144,152619
145,68909
146,32511
147,96644
148,175961
149,62882
150,59443
151,11506
152,182499
153,169616
154,19405
155,131540
156,111808
157,85599
158,132094
159,36066
160,10695
161,108002
162,174631
163,29791
164,176289
165,84009
166,131410
167,60728
168,166206
169,183779
170,118348
171,199181
172,86527
173,114307
174,139340
175,48846
176,164202
177,193594
178,27094
179,103721
180,44683
181,184358
182,159086
183,198281
184,57268
185,26472
186,188515
187,11255
188,103331
189,140387
190,107485
191,186973
192,44286
193,100655
194,111646
195,122088
196,106269
197,180928
198,45772
199,112069
200,17064
201,19966
202,160406
203,85143
204,198891
205,176992
206,58627
207,176550
208,27659
209,109964
210,144824
211,150151
212,195573
213,185
214,180017
215,11497
216,190770
217,152054
218,187154
219,69925
220,166829
221,156406
222,146930
223,61497
224,136146
225,15521
226,142543
227,62096
228,55185
229,16478
230,135644
231,199424
232,145639
233,43224
234,79860
235,142012
236,149826
237,179991
238,29135
239,44682
240,126141
241,194973
242,117162
243,21032
244,41237
245,128558
246,18967
247,151230
248,170801
249,117009
250,147918
251,41986
252,166308
253,34694
254,156050
255,69436
256,34792
257,158040
258,110651
259,119638
260,177581
261,93318
262,22064
263,180864
264,141760
265,29980
266,109403
267,23860
268,52559
269,39404
270,29698
271,9377
272,15210
273,68610
274,157259
275,118173
276,118455
277,51068
278,8318
279,67103
280,164622
281,41017
282,17514
283,103192
284,54021
285,50574
286,160854
287,64196
288,149085
289,5265
290,34686
291,75310
292,170609
293,6023
294,182960
295,185276
296,171595
297,62897
298,140687
299,93815
300,88483
301,57467
302,132516
303,172054
304,197277
305,117027
306,185667
307,64588
308,103397
309,48164
310,128672
311,142824
312,84441
313,132598
314,45273
315,128493
316,28466
317,20441
318,85542
319,162293
320,140521
321,29137
322,101681
323,151531
324,27997
325,38829
326,115921
327,139932
328,39551
329,152939
330,159919
331,19266
332,122858
333,125376
